shortcode;id;text;created_at
CVDSGw3IrGh;17934907093731800;💙✨;1634306006
CVDSGw3IrGh;17923092496821162;❤️;1634306109
CVDSGw3IrGh;17903691296273117;👏👏👏;1634306396
CVDSGw3IrGh;17957021365507072;thank you ❤️;1634306925
CVDSGw3IrGh;17944556086596148;One hundred thousand percent;1634307615
CVDSGw3IrGh;17916046330934978;@rossubellebateh_official Awwwww🔥;1634309346
CVDSGw3IrGh;18150771361171953;👏👏;1634310104
CVDSGw3IrGh;17904210182109438;👏👏👏;1634310150
CVDSGw3IrGh;17904083864323010;🙌🙌🙌;1634310304
CVDSGw3IrGh;17902367258329385;🙌🤍;1634311509
CVDSGw3IrGh;17885608544430719;Not only fashion is built on debt! Our entire economy! US economy runs on debt!;1634314169
CVDSGw3IrGh;17920038790875023;🔥🔥🔥;1634314637
CVDSGw3IrGh;17916163007058788;😘;1634317581
CVDSGw3IrGh;17911229762109677;"💯 the ""credit"" system is a 😢 glorified over-leveraged debt system!!";1634317967
CVDSGw3IrGh;17907901751063453;❤️❤️❤️;1634318922
CVDSGw3IrGh;18096959419280889;I don’t wear your clothes;1634318997
CVDSGw3IrGh;17940723298583156;❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️;1634319549
CVDSGw3IrGh;17901652709170108;Beautiful photos 👏;1634320195
CVDSGw3IrGh;17933783296694370;Thank goodness I work with  a GOTS certified facility that supplies sustainable organic cotton and hemp if anybody needs bulk rolls sent anywhere  in the world let’s talk and stop unethical fashion and textile company’s!;1634321707
CVDSGw3IrGh;17913340226097783;🧵🍀;1634322161
CVDSGw3IrGh;17931011779709652;"Could bitcoin be a solution? 
Could internet be another for garmet workers have their own web to sell and market?";1634324648
CVDSGw3IrGh;17872466726595387;👏👏Small/ medium Designers we’d only receive payment past 90/180 days and we’d need to put our own money upfront to fulfill stores orders. This needs to change🙌🏻🙏🏻;1634325543
CVDSGw3IrGh;18206739613097713;Its amazing!😍 👏👏👏❤️;1634325570
CVDSGw3IrGh;17987731483401650;So informative👏 thank you ❤️;1634326044
CVDSGw3IrGh;17902679771326295;❤️❤️❤️❤️;1634327254
CVDSGw3IrGh;17936644885713752;"I’ve never thought about it like that before. Thank you for the food for thought; it’s disturbing and I hope we can change it for the better. Part of the consumer debt is surely we need to stop marketing the lifestyle of excess. We could glorify the lifestyle of wearing what you already own/borrowing from friends/ buying only what you need instead of the lifestyle of buying something new for every occasion whether you can afford it or not.";1634330058
CVDSGw3IrGh;17897422364243656;a superb PSA.  thank you so much.;1634332136
CVDSGw3IrGh;17865236591616953;❤️👏;1634333415
CVDSGw3IrGh;17895903812372673;A su salud !!!! Maravillosa visibilidad!!!!;1634334012
CVDSGw3IrGh;18207945307103574;❤️;1634336504
CVDSGw3IrGh;17969691421455057;🌎💚;1634349902
CVDSGw3IrGh;17944749139554204;And when you pay your tee-shirt 10$ or your dress 25, the person who made your clothes hasn’t for sure been paid a decent wage. Not mentioning the fabric that is probably not en eco-friendly one…;1634354425
CVDSGw3IrGh;17898512033477682;Transparency is very important for a company!!! And it is very nice to see that so many people have become sensitive to this topic.🔥🔥;1634364539
CVDSGw3IrGh;17925730309866785;Totally 💯! Also the shop workers in this country on zero hour contracts with no guarantee of set hours & wage having to borrow to tide them over…….the whole industry appears to be morally corrupt ❤️‍🩹 💔;1634369252
CVDSGw3IrGh;17896721228365343;I made my clothes;1634379681
CVDSGw3IrGh;17903083403259187;😍;1634379682
CVDSGw3IrGh;17935303081709343;It's true. I used to run on debt, running on the hamster wheel to pay suppliers. Working with recycled materials ,now, it's strictly cash and carry,  supporting charity shops and recycling warehouses.  It's the thrill of the hunt and stay within my budget.;1634383671
CVDSGw3IrGh;18149503141168901;👏👏👏👏👏👏👏👏;1634384891
CVDSGw3IrGh;17897260817486232;Beautiful pictures! Thanks to you and your work, they’re being given their due credit 🙌👏;1634392042
CVDSGw3IrGh;18007844701327916;😍😍;1634400541
CVDSGw3IrGh;17847414812662100;Thank you for this 👀🙌🏻;1634402446
CVDSGw3IrGh;17898921269233312;@jesusismybrother_mermaido;1634412881
CVDSGw3IrGh;18096885805277634;Loving the work that you do;1634418009
CVDSGw3IrGh;17936212381678929;👏👏👏👏 Exactly. It's also the same for the food system;1634457583
CVDSGw3IrGh;17913836237080110;🐝🐝🐝autiful feed;1634463276
CVDSGw3IrGh;17920490719945059;❤️;1634596291
CVDSGw3IrGh;18023019031325972;That's why we only have ethically made baby clothes. We know who makes your babies clothes. 😍;1634608141
CVDSGw3IrGh;18137514697214247;❤️❤️❤️❤️👏👏👏;1634654063
CVDSGw3IrGh;17945858599587496;I don't see it that way. You pictures it way too catastrophic that it is, it's not like that. Brands have insurance and the ones dont have it, they pay in advance or no fabrics. In production the pay deposit in advance that covers most of production. Retailers, small shops can't do terms unless with their own bank agreements. Dep.stores are actually the worst dictators toward a brand;1635183628
CVDSGw3IrGh;17999437270382099;👏👏👏;1639343518
CVDSGw3IrGh;17896763858366999;This is a great perspective 👏;1634305468
CVDSGw3IrGh;18205160632105901;👏👏👏;1634305897
CVDSGw3IrGh;17933309836699082;😢;1634305985
CU7lvMKIDl6;17905650905286786;@fash_rev I think you’ve got the wrong Elizabeth tagged… it’s @elizabethlcline ✨ thanks for shining light on cotton misinformation. This is why I don’t make claims like this but rather focus on the story, from farm to sewing to natural dyeing to closet to end of life!;1634048244
CU7lvMKIDl6;17872621781591389;Todos repiten lo mismo...😢 ... Y la realidad es otra!!! Buen Post🔥...;1634048499
CU7lvMKIDl6;18199128451117600;@danuorganic thanks for flagging, now fixed! Storytelling is definitely a powerful tool in addition to credible data 👏;1634050042
CU7lvMKIDl6;17929950571720785;Thank you for bringing awareness to misinformation and misinterpretation. We try to focus and track the item from farmer to factory, to create a high quality ethically made garment. ❤️;1634051116
CU7lvMKIDl6;17861811104626440;🙌🙌🙌;1634051396
CU7lvMKIDl6;18204436177128471;@fash_rev 🙌 in case that came off wrong, all for credible data but not possible to fund at my size company. One day!;1634052103
CU7lvMKIDl6;17844565352662976;🙌🙌🙌;1634053560
CU7lvMKIDl6;17891934677422408;@hiya_m8 💚💚💚;1634053571
CU7lvMKIDl6;18178266448157331;❤️;1634054775
CU7lvMKIDl6;17935644706665704;Always so much to learn!;1634056909
CU7lvMKIDl6;17909334647049529;Thank you for spreading knowledge!;1634057209
CU7lvMKIDl6;17904846542235206;thank u for this information, but i have a tiny detail - (if you plan on doing this format in the future) avoid such small font like in 3rd slide! it really strains the eyes n the quality goes down to hardly eligible when reposting on stories :(((;1634060209
CU7lvMKIDl6;17897892044480840;Particularly important point about 'churning out content' 🤯 - it's so easy to copy and paste a statistic, but there's so much nuance and complexity, especially in the field of sustainability that such a statistic becomes meaningless, unless that deeper knowledge and understanding is sought! We should all be educating ourselves as much as we're trying to 'inform & educate' the consumers we are trying to reach!;1634060413
CU7lvMKIDl6;17933374378733977;Amazing👏;1634066604
CU7lvMKIDl6;17954540302524021;🙌💙👖;1634066821
CU7lvMKIDl6;17906636633284613;Thank you for taking accurate information seriously! It didn't always used to be the case with Fashion Revolution, although I know you are doing what you are doing to make the world a better place. Now onwards, with critical information approach!;1634067076
CU7lvMKIDl6;17918164519956553;@curobe.co absolutely, it can be challenging to present nuance on social media, but clear, concise and credible data is a great place to start!;1634067742
CU7lvMKIDl6;17903698310323035;@rinnasaramaki Thank you for recognising this, accuracy is incredibly important to us 🙏;1634067768
CU7lvMKIDl6;17961050191494074;@mimbre.budapest 💚;1634067773
CU7lvMKIDl6;17896965950255029;@ethical_body 🙏;1634067791
CU7lvMKIDl6;17974946713437521;@umabazaar 👏;1634067798
CU7lvMKIDl6;17897049065340588;@piccuticca 🙌;1634067801
CU7lvMKIDl6;18098167591272903;@lolitaglam 💚💚;1634067807
CU7lvMKIDl6;17986091050393741;@lalla.vinia 👏;1634067812
CU7lvMKIDl6;17940216832620544;@studioartefacts Absolutely!;1634067817
CU7lvMKIDl6;17896554113268100;@frangibatik 💚;1634067822
CU7lvMKIDl6;17915297885026009;@transformersfoundation thank you for this incredible work 🙌;1634067836
CU7lvMKIDl6;17934405505731193;@cottondiaries Huge credit to your groundbreaking work!;1634067860
CU7lvMKIDl6;18205498957101193;@short_and_nice_person Thank you for this feedback, we will take it forward 🙏;1634067880
CU7lvMKIDl6;18093101044286395;A must read!;1634070148
CU7lvMKIDl6;18248322091066642;👏👏👏;1634071900
CU7lvMKIDl6;17848014332657671;Wow! Didn’t know this. Sooooo important to learn about it. Thank you!;1634077143
CU7lvMKIDl6;18259937815048339;Thanks for the info, that’s why we try to use rain fed cotton keeping in mind how important sustainability is but with a right approach. 🙏;1634077963
CU7lvMKIDl6;17873930123585312;@visual_ize @circularsystems;1634096666
CU7lvMKIDl6;17855291483640171;Looking forward to hearing more about this later today 👏;1634107060
CU7lvMKIDl6;17895004214300476;Thankyou for this post. I have been trying to understand how sustainable or unsustainable cotton production is and what I have found out is that it varies depending on the region and making a blanket statement on cotton as unsustainable is extremely unfair to small cotton farmers. Cotton production in some parts of India definitely has a problem and I am hoping small land owner farmers can be educated and empowered to trace their roots back to sustainable methods of farming. I think BCI does that if I am not wrong.;1634111313
CU7lvMKIDl6;17884777574454023;@curobe.co Absolutely.. I have been saying this about the cotton statistic for years now. This is a very nuanced topic. It depends on the region, rainfall in that region and many other factors.;1634111450
CU7lvMKIDl6;17921575939915752;🙌🙌🙌;1634119554
CU7lvMKIDl6;17903351210255517;@stylishsuitcase yes and the misquotes and misinformation just makes it that much harder to get to the facts!;1634120091
CU7lvMKIDl6;17899047845209181;@vkassatly;1634132901
CU7lvMKIDl6;18179308966150333;🤍;1634137355
CU7lvMKIDl6;17892368414425135;😍😍😍;1634141182
CU7lvMKIDl6;17913095390091249;Wow so interesting thanks for doing the best research;1634146596
CU7lvMKIDl6;17892296945406984;This only reinforces the need for more accurate data and reports, for better decisions in the future!;1634155860
CU7lvMKIDl6;17895747491286071;We read the entire report and as a Masters graduate from London College of Fashion we’d like to say there are many factors and elements which this report has not taken into account. First this report does a really good explanation of what misinformation is and how it works. In a similar way this report is structured to give a one perspective opinion. Second, the myth 1 - it takes 20k ltrs to produce 1kg cotton + mixed with the claim it takes 20k ltrs water to make one tshirt, they themselves in the report said depending upon the region it may take over 7k ltrs of water to produce 1kg cotton, this is where their myth busting ends, whereas they overlooked the manufacturing process of making yarn and then the tshirt. So their report is incomplete in their own way. Second myth they busted was cotton is a water thirsty crop, but they didn’t present any comparison, which is where the word ‘thirsty’ plays in. Cotton does take more water than linen. Fashion being the worlds second most polluting industry definitely debatable.;1634159695
CU7lvMKIDl6;17895000818297654;👏;1634179793
CU7lvMKIDl6;17946496948559728;So glad your sharing this 🙌 . Thankyou;1634224977
CU7lvMKIDl6;17963820199477530;I am very curious. What are the truths then?;1634240362
CU7lvMKIDl6;17951080591535276;❤️;1634265737
CU7lvMKIDl6;18258064807043044;🔥🔥🔥 @hiya_m8;1634579466
CU7lvMKIDl6;17904574430238789;Thank you! 💚 I've been trying to explain this for years and years. 💚;1634047617
CU7lvMKIDl6;17934064747629007;🙌🙌🙌;1634047759
CUuqj1fsV1A;17985486877406505;🤎 🤎 🤎;1633615463
